id,"airport_id","ident_a","ident_b",length,width,threshold_a,threshold_b,heading_a,heading_b,lat_a,lon_a,lat_b,lon_b
8846,"87CO","18","36",2400,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8847,"87FD","H1","",85,85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8848,"87FL","H1","",29,29,NULL,NULL,NULL,250,NULL,NULL,NULL,NULL
8849,"87GA","H1","",400,200,NULL,NULL,NULL,311,NULL,NULL,NULL,NULL
8850,"87IL","N","S",1800,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8851,"87IN","18","36",1320,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8852,"87KS","17","35",1650,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8853,"87KY","H1","",23,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8854,"87MN","16","34",2300,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8855,"87MO","18","36",3000,85,NULL,NULL,182,259,38.700200,-94.257800,38.692000,-94.258200
8856,"87N","H1","",44,44,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8857,"87NC","06","24",2000,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8858,"87NE","17","35",2000,24,500,NULL,NULL,360,NULL,NULL,NULL,NULL
8859,"87NJ","H1","",44,41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8860,"87OH","18","36",2640,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8861,"87OI","01","19",2100,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8862,"87OK","H1","",30,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8863,"87OR","12","30",1700,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8864,"87PA","17","35",2600,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8865,"87TA","17","35",2100,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8866,"87TE","13","31",2100,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8867,"87TS","H1","",62,62,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8868,"87TX","05","23",3200,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8869,"87VA","15","33",1000,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8870,"87WA","H1","",60,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8871,"87WI","01","19",1200,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8872,"87XS","09","27",3800,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8873,"88AK","07","25",1300,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8874,"88C","09","27",2800,200,NULL,522,NULL,322,42.883500,-88.601400,42.883600,-88.593500
8875,"88CA","H1","",54,54,NULL,NULL,NULL,360,NULL,NULL,NULL,NULL
8876,"88CL","H1","",80,80,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
8877,"88CO","01","19",3800,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8878,"88D","11","29",2500,70,NULL,NULL,NULL,NULL,41.404700,-82.605600,41.402600,-82.597000
8879,"88FD","H1","",54,54,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8880,"88FL","H1","",40,40,NULL,NULL,NULL,315,NULL,NULL,NULL,NULL
8881,"88G","09","27",2306,110,310,230,NULL,318,41.919800,-83.739300,41.919800,-83.730600
8882,"88GA","17","35",2000,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8883,"88IL","18","36",1900,70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8884,"88IN","09","27",1300,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8885,"88IS","E","W",2200,150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8886,"88KY","H1","",60,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8887,"88LA","07","25",1000,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8888,"88LA","11","29",800,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8889,"88LA","17","35",400,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8890,"88LL","N","S",1600,70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8891,"88MN","18","36",1600,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8892,"88MO","15","33",2400,30,400,NULL,NULL,347,NULL,NULL,NULL,NULL
8893,"88NC","18","36",2000,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8894,"88ND","17","35",2000,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8895,"88NE","16","34",1400,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8896,"88NV","04","22",5280,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8897,"88NY","09","27",1800,65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8898,"88OH","E","W",2600,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8899,"88OI","H1","",50,90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8900,"88OK","17","35",1600,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8901,"88OL","03","21",2500,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8902,"88OR","09","27",2000,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8903,"88PA","14","32",1300,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8904,"88TA","01","19",4000,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8905,"88TE","16","34",2000,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8906,"88TN","10","28",3000,50,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8907,"88TS","H1","",600,600,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8908,"88TX","H1","",40,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8909,"88VA","04","22",2200,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8910,"88VT","03","21",2350,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8911,"88WA","H1","",16,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8912,"88WI","03","21",2200,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8913,"88WI","18","36",2000,150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8914,"88XS","17","35",2200,110,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8915,"89AK","16","34",2000,200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8916,"89CA","16","34",2500,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8917,"89CL","H1","",35,35,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL
8918,"89CO","14","32",3200,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8919,"89D","09","27",2203,50,NULL,NULL,NULL,216,41.603200,-82.687600,41.603200,-82.679400
8920,"89D","18","36",2270,35,NULL,NULL,180,315,41.605300,-82.685600,41.599100,-82.685600
8921,"89FD","H1","",250,250,NULL,NULL,NULL,258,NULL,NULL,NULL,NULL
8922,"89FL","17","35",5000,1000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8923,"89GE","09","27",2690,40,600,600,NULL,219,NULL,NULL,NULL,NULL
8924,"89IL","H1","",60,60,NULL,NULL,NULL,360,NULL,NULL,NULL,NULL
8925,"89IN","06","24",3000,95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8926,"89IS","04","22",1200,70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8927,"89KS","H1","",20,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8928,"89KY","H1","",40,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8929,"89LA","H1","",24,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8930,"89MO","17","35",2460,40,50,200,NULL,297,NULL,NULL,NULL,NULL
8931,"89NC","05","23",2642,118,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8932,"89ND","17","35",1700,70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8933,"89NJ","14","32",2200,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8934,"89NY","06","24",4280,60,NULL,NULL,48,0,44.312800,-75.905800,44.320700,-75.893500
8935,"89OH","H1","",40,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8936,"89OI","18","36",1700,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8937,"89OK","E","W",1970,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8938,"89OR","02","20",1250,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8939,"89PA","H1","",26,26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8940,"89TA","17","35",3200,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8941,"89TE","07","25",7500,100,NULL,NULL,78,330,29.275800,-103.699000,29.280100,-103.676000
8942,"89TN","H1","H1",48,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8943,"89TN","H2","H2",48,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8944,"89TN","H3","H3",48,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8945,"89TN","H4","H4",48,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8946,"89TN","H5","H5",48,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8947,"89TS","18","36",5200,75,NULL,350,180,253,31.574200,-95.766700,31.559700,-95.766700
8948,"89TX","17","35",2800,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8949,"89VA","11","29",1500,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8950,"89WA","18","36",1400,70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8951,"89WI","14","32",1584,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8952,"89XS","H1","",290,113,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8953,"89Y","09","27",2300,70,214,1070,NULL,303,NULL,NULL,NULL,NULL
8954,"8A4","H1","",60,60,NULL,NULL,NULL,226,NULL,NULL,NULL,NULL
8955,"8A7","09","27",2943,50,NULL,NULL,88,268,35.914800,-80.461800,35.915100,-80.451900
8956,"8AK1","06","24",1200,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8957,"8AK2","17","35",2600,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8958,"8AK3","02","20",3000,70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8959,"8AK6","16","34",2600,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8960,"8AK8","14","32",1500,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8961,"8AK9","10","28",2035,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8962,"8AL9","H1","",50,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8963,"8AN6","05","23",750,28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8964,"8AR1","13","31",1800,100,NULL,NULL,136,322,36.491200,-92.644300,36.487700,-92.640100
8965,"8AZ5","01","19",2500,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8966,"8B2","09","27",2660,60,NULL,NULL,NULL,239,44.263100,-71.551600,44.265100,-71.541900
8967,"8C2","08","26",2130,120,195,915,NULL,230,NULL,NULL,NULL,NULL
8968,"8C5","17","35",1850,100,NULL,395,NULL,358,NULL,NULL,NULL,NULL
8969,"8C6","17","35",2555,100,NULL,NULL,NULL,9,NULL,NULL,NULL,NULL
8970,"8CA0","02","20",2600,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8971,"8CA1","H1","",100,100,NULL,NULL,NULL,337,NULL,NULL,NULL,NULL
8972,"8CA2","H1","",40,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8973,"8CA3","H1","",100,100,NULL,258,NULL,270,NULL,NULL,NULL,NULL
8974,"8CA4","H1","",65,65,NULL,NULL,NULL,286,NULL,NULL,NULL,NULL
8975,"8CA5","18","36",2500,150,1000,300,NULL,316,NULL,NULL,NULL,NULL
8976,"8CA6","H1","",65,65,NULL,NULL,NULL,323,NULL,NULL,NULL,NULL
8977,"8CA7","H1","",58,55,NULL,370,NULL,269,NULL,NULL,NULL,NULL
8978,"8CA8","17","35",3488,50,NULL,250,181,197,38.072100,-121.207000,38.062600,-121.208000
8979,"8CA9","H1","",100,100,NULL,NULL,NULL,244,NULL,NULL,NULL,NULL
8980,"8CL0","10","28",2600,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8981,"8CL1","03","21",1345,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8982,"8CL2","11","29",3000,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8983,"8CL3","H1","",100,100,NULL,NULL,NULL,188,NULL,NULL,NULL,NULL
8984,"8CL4","H1","",40,40,NULL,NULL,NULL,266,NULL,NULL,NULL,NULL
8985,"8CL5","H1","",40,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8986,"8CL6","N","S",1700,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8987,"8CL7","H1","",690,177,NULL,86,NULL,289,NULL,NULL,NULL,NULL
8988,"8CL8","H1","",42,39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8989,"8CO0","07","25",2550,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8990,"8CO1","H1","",20,20,NULL,NULL,NULL,240,NULL,NULL,NULL,NULL
8991,"8CO2","14","32",3800,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8992,"8CO3","H1","",20,20,NULL,NULL,NULL,215,NULL,NULL,NULL,NULL
8993,"8CO4","18","36",2600,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8994,"8CO5","04","22",2200,50,NULL,NULL,NULL,260,NULL,NULL,NULL,NULL
8995,"8CO6","H1","",50,50,NULL,158,NULL,225,NULL,NULL,NULL,NULL
8996,"8CO7","07","25",3400,150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8997,"8CO8","12","30",2700,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8998,"8CO9","16","34",4400,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8999,"8D4","07","25",4033,75,NULL,NULL,63,243,43.124900,-85.685900,43.130000,-85.672500
9000,"8D6","14","32",3700,150,NULL,NULL,NULL,360,45.915600,-101.347000,45.906700,-101.339000
9001,"8D8","12","30",2600,250,NULL,NULL,NULL,NULL,43.151100,-98.544000,43.146200,-98.536900
9002,"8D9","13","31",2672,150,NULL,NULL,NULL,6,44.036200,-97.538300,44.030600,-97.531700
9003,"8D9","18","36",1932,150,NULL,NULL,NULL,NULL,44.035800,-97.531500,44.029900,-97.532300
9004,"8FA0","ALL","WAY",7000,7000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9005,"8FD1","18","36",2500,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9006,"8FD3","18","36",4000,100,NULL,1500,NULL,1,NULL,NULL,NULL,NULL
9007,"8FD4","H1","",69,69,NULL,NULL,NULL,316,NULL,NULL,NULL,NULL
9008,"8FD5","18","36",3400,70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9009,"8FD8","H1","",30,30,NULL,NULL,NULL,344,NULL,NULL,NULL,NULL
9010,"8FL0","09","27",2390,50,280,590,NULL,191,NULL,NULL,NULL,NULL
9011,"8FL0","18","36",2140,50,320,890,NULL,270,NULL,NULL,NULL,NULL
9012,"8FL1","04","22",2800,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9013,"8FL2","N","S",2200,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9014,"8FL3","18","36",3000,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9015,"8FL4","H1","",30,30,NULL,NULL,NULL,270,NULL,NULL,NULL,NULL
9016,"8FL5","H1","",30,30,NULL,NULL,NULL,360,NULL,NULL,NULL,NULL
9017,"8FL6","18","36",2000,150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9018,"8FL7","H1","",25,25,NULL,NULL,NULL,271,NULL,NULL,NULL,NULL
9019,"8FL8","H1","",80,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9020,"8FL9","H1","",200,100,NULL,320,NULL,360,NULL,NULL,NULL,NULL
9021,"8G3","10","28",3150,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9022,"8G8","09","27",1850,100,NULL,NULL,NULL,NULL,40.883500,-80.886500,40.883300,-80.879800
9023,"8GA0","H1","",20,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9024,"8GA1","06","24",2350,65,NULL,350,NULL,280,NULL,NULL,NULL,NULL
9025,"8GA2","H1","",40,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9026,"8GA3","18","36",3100,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9027,"8GA4","H1","",40,40,NULL,NULL,NULL,210,NULL,NULL,NULL,NULL
9028,"8GA6","18","36",2500,145,NULL,NULL,NULL,244,NULL,NULL,NULL,NULL
9029,"8GA7","17","35",3800,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9030,"8GA8","17","35",2000,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9031,"8GA9","02","20",2970,150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9032,"8GE8","H1","",40,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9033,"8I1","09","27",1670,50,150,355,NULL,318,38.694800,-85.200800,38.694300,-85.195000
9034,"8I3","18","36",2048,110,292,300,NULL,317,40.430800,-86.201100,40.425100,-86.201100
9035,"8IA0","H1","",30,30,NULL,NULL,NULL,270,NULL,NULL,NULL,NULL
9036,"8IA1","H1","",60,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9037,"8IA2","09","27",2450,70,NULL,NULL,NULL,355,NULL,NULL,NULL,NULL
9038,"8IA9","16","34",1760,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9039,"8ID8","18","36",2100,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9040,"8II0","03","21",1800,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9041,"8II1","09","27",1320,66,600,NULL,NULL,270,NULL,NULL,NULL,NULL
9042,"8II2","09","27",2500,100,NULL,300,NULL,360,NULL,NULL,NULL,NULL
9043,"8II3","E","W",2600,85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9044,"8II4","H1","",16,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9045,"8II5","18","36",1700,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9046,"8II6","H1","",100,100,NULL,NULL,NULL,187,NULL,NULL,NULL,NULL
9047,"8II7","H1","",100,100,NULL,NULL,NULL,218,NULL,NULL,NULL,NULL
9048,"8II8","H1","",100,100,NULL,NULL,NULL,355,NULL,NULL,NULL,NULL
9049,"8II9","H1","",50,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9050,"8IL0","N","S",1950,78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9051,"8IL1","09","27",1980,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9052,"8IL2","N","S",2000,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9053,"8IL3","18","36",2550,70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9054,"8IL4","H1","",40,40,NULL,NULL,NULL,284,NULL,NULL,NULL,NULL
9055,"8IL5","09","27",1800,70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9056,"8IL6","18","36",2080,90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9057,"8IL7","02W","20W",3500,300,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9058,"8IL7","05W","23W",4000,400,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9059,"8IL7","09W","27W",2500,200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9060,"8IL8","H1","",40,40,NULL,600,NULL,315,NULL,NULL,NULL,NULL
9061,"8IL9","N","S",5280,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9062,"8IN1","H1","",40,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9063,"8IN2","09","27",2347,61,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9064,"8IN4","HI","",50,50,NULL,NULL,NULL,270,NULL,NULL,NULL,NULL
9065,"8IN5","H1","",50,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9066,"8IN6","H1","",50,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9067,"8IN7","09","27",2200,100,800,200,NULL,322,NULL,NULL,NULL,NULL
9068,"8IN8","H1","",40,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9069,"8IN9","18","36",2000,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9070,"8IS0","H1","",30,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9071,"8IS1","09","27",3200,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9072,"8IS2","09","27",2000,55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9073,"8IS3","H1","",30,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9074,"8IS4","H1","",40,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9075,"8IS5","18","36",2585,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9076,"8IS6","H1","",45,45,NULL,NULL,NULL,326,NULL,NULL,NULL,NULL
9077,"8IS8","H1","",40,40,NULL,NULL,NULL,236,NULL,NULL,NULL,NULL
9078,"8IS9","H1","",40,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9079,"8K0","18","36",2560,150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9080,"8K4","18","36",2514,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9081,"8K5","17","35",2765,160,NULL,NULL,180,330,37.858800,-95.747700,37.851300,-95.747700
9082,"8K7","02","20",2600,130,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9083,"8K7","17","35",2400,290,275,NULL,NULL,338,NULL,NULL,NULL,NULL
9084,"8K8","01","19",2800,32,170,280,NULL,309,37.827500,-100.348000,37.835200,-100.347000
9085,"8K8","11","29",2450,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9086,"8K9","NE","SW",10000,2000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9087,"8KA","06","24",1200,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9088,"8KS0","08","26",2800,70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9089,"8KS1","17","35",2000,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9090,"8KS2","06","24",1000,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9091,"8KS2","17","35",1800,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9092,"8KS3","17","35",2540,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9093,"8KS4","17","35",1200,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9094,"8KS5","06","24",2000,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9095,"8KS6","H1","",80,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9096,"8KS7","01","19",1800,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9097,"8KS8","05","23",1400,60,NULL,NULL,NULL,263,NULL,NULL,NULL,NULL
9098,"8KS8","18","36",2400,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9099,"8KS9","18","36",2500,50,NULL,300,NULL,358,NULL,NULL,NULL,NULL
9100,"8KY0","18","36",700,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9101,"8KY3","16","34",945,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9102,"8KY6","10","28",2000,65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9103,"8LA0","H1","",40,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9104,"8LA0","H2","",40,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9105,"8LA0","H3","",40,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9106,"8LA0","H4","",40,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9107,"8LA0","H5","",40,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9108,"8LA0","H6","",40,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9109,"8LA0","H7","",40,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9110,"8LA1","18W","36W",10000,400,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9111,"8LA1","H1","H1",80,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9112,"8LA3","H1","",40,40,NULL,212,NULL,227,NULL,NULL,NULL,NULL
9113,"8LA4","H1","",60,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9114,"8LA5","H1","",40,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9115,"8LA7","H1","",20,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9116,"8LA8","H1","",24,24,NULL,NULL,NULL,315,NULL,NULL,NULL,NULL
9117,"8LL0","09","27",2100,70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9118,"8LL1","09","27",1895,70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9119,"8LL2","N","S",1500,70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9120,"8LL4","H1","",40,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9121,"8LL5","H1","",40,40,NULL,NULL,NULL,217,NULL,NULL,NULL,NULL
9122,"8LL6","H1","",35,35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9123,"8LL7","18","36",1900,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9124,"8LL8","H1","",40,40,NULL,NULL,NULL,320,NULL,NULL,NULL,NULL
9125,"8M2","01","19",2330,160,NULL,NULL,9,189,35.587100,-90.914300,35.593400,-90.913100
9126,"8M6","13","31",2230,100,NULL,NULL,145,325,47.772900,-98.189500,47.767900,-98.184300
9127,"8M6","18","36",2500,90,NULL,NULL,NULL,NULL,47.773600,-98.183200,47.766800,-98.183200
9128,"8M7","18","36",2875,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9129,"8MD0","02","20",1785,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9130,"8MD1","H1","",80,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
