id,"airport_id","ident_a","ident_b",length,width,threshold_a,threshold_b,heading_a,heading_b,lat_a,lon_a,lat_b,lon_b
18614,"KAXX","17","35",8900,100,NULL,NULL,182,2,36.434200,-105.289000,36.409800,-105.290000
18615,"KAYS","05","23",5035,100,NULL,NULL,42,222,31.243200,-82.399800,31.253500,-82.388900
18616,"KAYS","13","31",3528,100,500,528,128,308,31.253500,-82.396400,31.247500,-82.387600
18617,"KAYS","18","36",6000,150,NULL,NULL,179,359,31.255400,-82.398400,31.239000,-82.398100
18618,"KAYX","03","21",6000,150,NULL,NULL,30,210,35.385400,-86.090900,35.399700,-86.080800
18619,"KAZC","02","20",5099,60,NULL,NULL,28,208,36.953600,-113.017000,36.966000,-113.009000
18620,"KAZC","11","29",6300,75,NULL,NULL,123,303,36.964700,-113.024000,36.955400,-113.006000
18621,"KAZE","14","32",4508,75,NULL,NULL,141,321,31.889500,-82.652000,31.879900,-82.642800
18622,"KAZO","05","23",3436,100,NULL,NULL,45,225,42.234800,-85.558100,42.241500,-85.549100
18623,"KAZO","09","27",2800,60,NULL,NULL,90,270,42.233900,-85.558100,42.233900,-85.547800
18624,"KAZO","17","35",6500,150,NULL,NULL,171,351,42.242500,-85.552000,42.224800,-85.548300
18625,"KB16","10L","28R",3630,60,430,350,87,267,43.080500,-76.546100,43.081000,-76.532500
18626,"KB16","10R","28L",2800,100,NULL,NULL,88,268,43.079500,-76.542400,43.079800,-76.531900
18627,"KB19","06","24",3000,75,NULL,NULL,56,236,43.461900,-70.477200,43.466500,-70.467800
18628,"KB21","17","35",2800,75,NULL,NULL,152,332,45.089400,-70.218600,45.082800,-70.213600
18629,"KBAB","15","33",12000,300,NULL,NULL,161,341,39.151700,-121.443000,39.120500,-121.430000
18630,"KBAD","15","33",11756,300,NULL,NULL,151,331,32.516100,-93.671800,32.487800,-93.653500
18631,"KBAF","02","20",9000,150,NULL,NULL,10,190,42.145300,-72.718800,42.169600,-72.712900
18632,"KBAF","15","33",5000,100,NULL,225,140,320,42.163500,-72.721100,42.152900,-72.709300
18633,"KBAK","05","23",6400,150,NULL,NULL,45,225,39.255200,-85.904900,39.267700,-85.888900
18634,"KBAK","14","32",5000,100,NULL,NULL,135,315,39.267400,-85.901900,39.257700,-85.889400
18635,"KBAM","03","21",7299,150,NULL,NULL,49,229,40.593800,-116.885000,40.607000,-116.865000
18636,"KBAM","12","30",7300,100,NULL,NULL,139,319,40.605300,-116.882000,40.590100,-116.865000
18637,"KBAX","04","22",3496,75,300,NULL,28,208,43.778600,-82.989100,43.787100,-82.982800
18638,"KBAX","17","35",5000,75,NULL,NULL,165,345,43.785000,-82.987600,43.771800,-82.982600
18639,"KBAZ","13","31",5352,100,NULL,NULL,136,316,29.712100,-98.046600,29.701600,-98.034800
18640,"KBAZ","17","35",5364,100,512,NULL,181,1,29.709500,-98.043600,29.694800,-98.043800
18641,"KBBB","14","32",4000,75,NULL,NULL,144,324,45.336300,-95.655200,45.327500,-95.645900
18642,"KBBD","08","26",3520,110,NULL,NULL,91,271,31.180000,-99.328600,31.179800,-99.317400
18643,"KBBD","17","35",4604,75,583,NULL,180,0,31.185300,-99.324600,31.172600,-99.324700
18644,"KBBP","06","24",5000,75,NULL,NULL,57,237,34.618000,-79.741300,34.625500,-79.727400
18645,"KBBW","14","32",4203,75,NULL,NULL,149,329,41.441400,-99.646200,41.431500,-99.638200
18646,"KBCB","08","26",2850,150,NULL,NULL,71,251,37.204900,-80.414900,37.207500,-80.406100
18647,"KBCB","12","30",4539,100,NULL,NULL,117,297,37.210500,-80.414800,37.204800,-80.400900
18648,"KBCE","03","21",7395,75,NULL,NULL,47,227,37.699400,-112.155000,37.713400,-112.136000
18649,"KBCK","08","26",4600,75,NULL,NULL,80,260,44.249700,-90.863900,44.251800,-90.846600
18650,"KBCT","05","23",6276,150,696,378,44,224,26.372300,-80.114400,26.384700,-80.101000
18651,"KBDE","12","30",5499,100,NULL,NULL,121,301,48.732300,-94.622000,48.724600,-94.602400
18652,"KBDE","13W","31W",6000,1200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
18653,"KBDG","17","35",5781,75,NULL,NULL,180,360,37.591300,-109.483000,37.575400,-109.483000
18654,"KBDJ","05","23",3170,165,NULL,NULL,NULL,NULL,46.132200,-89.654900,46.139400,-89.644100
18655,"KBDJ","16","34",2540,160,NULL,NULL,NULL,NULL,46.141600,-89.647200,46.133300,-89.643200
18656,"KBDL","01","19",5145,100,NULL,NULL,359,179,41.931300,-72.679600,41.945400,-72.679900
18657,"KBDL","06","24",9510,200,NULL,NULL,44,224,41.932000,-72.696600,41.950700,-72.672100
18658,"KBDL","15","33",6847,150,NULL,NULL,135,315,41.942400,-72.693300,41.929300,-72.675300
18659,"KBDN","16","34",5200,75,NULL,NULL,180,0,44.101700,-121.200000,44.087400,-121.200000
18660,"KBDQ","09","27",4000,50,NULL,NULL,90,270,35.133400,-92.720100,35.133400,-92.706900
18661,"KBDR","06","24",4677,150,NULL,319,45,225,41.157000,-73.132000,41.166100,-73.119900
18662,"KBDR","11","29",4761,150,NULL,364,98,278,41.166200,-73.135000,41.164500,-73.117800
18663,"KBDR","17","35",3200,150,NULL,NULL,163,343,41.170600,-73.128100,41.161700,-73.124400
18664,"KBDU","08","26",4100,75,NULL,NULL,NULL,NULL,40.039100,-105.233000,40.039100,-105.219000
18665,"KBDU","08G","26G",4100,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
18666,"KBE","NE","SW",10600,2600,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
18667,"KBEA","12","30",4551,75,NULL,NULL,131,311,28.366000,-97.796400,28.357800,-97.785700
18668,"KBEA","18","36",2530,60,NULL,NULL,189,9,28.372100,-97.792900,28.365300,-97.794200
18669,"KBEC","18","36",8000,100,NULL,NULL,191,11,37.705300,-97.212500,37.683700,-97.217500
18670,"KBED","05","23",5106,150,NULL,NULL,37,217,42.463400,-71.296900,42.474600,-71.285400
18671,"KBED","11","29",7001,150,NULL,NULL,98,278,42.471800,-71.300400,42.469400,-71.274600
18672,"KBEH","09","27",5109,100,NULL,571,90,270,42.127900,-86.436800,42.127800,-86.418000
18673,"KBEH","13","31",3662,100,NULL,NULL,132,312,42.132700,-86.433800,42.126000,-86.423700
18674,"KBEH","18","36",2498,100,NULL,NULL,180,360,42.132700,-86.430300,42.125800,-86.430300
18675,"KBFA","17","35",5200,60,300,500,169,349,45.172800,-84.925900,45.158800,-84.922200
18676,"KBFD","05","23",4500,100,NULL,NULL,44,224,41.798000,-78.645000,41.806900,-78.633500
18677,"KBFD","14","32",6309,150,NULL,NULL,134,314,41.809300,-78.648800,41.797300,-78.632100
18678,"KBFE","02","20",5217,75,NULL,NULL,26,206,33.165800,-102.197000,33.178700,-102.189000
18679,"KBFE","13","31",2765,75,NULL,NULL,135,315,33.177600,-102.196000,33.172200,-102.189000
18680,"KBFF","05","23",8001,150,NULL,NULL,68,248,41.869800,-103.611000,41.878000,-103.583000
18681,"KBFF","12","30",8279,150,NULL,NULL,136,316,41.882300,-103.605000,41.866100,-103.584000
18682,"KBFI","13L","31R",3710,100,240,365,150,330,47.538000,-122.307000,47.529200,-122.300000
18683,"KBFI","13R","31L",10000,200,NULL,880,150,330,47.540500,-122.311000,47.516800,-122.291000
18684,"KBFK","17","35",4000,60,NULL,NULL,180,360,36.869200,-99.618600,36.858100,-99.618600
18685,"KBFL","12L","30R",10857,150,NULL,3428,135,316,35.446300,-119.071000,35.425100,-119.046000
18686,"KBFL","12R","30L",3700,75,NULL,NULL,136,316,35.430900,-119.056000,35.423700,-119.047000
18687,"KBFM","14","32",9618,150,NULL,NULL,139,319,30.633100,-88.079900,30.613200,-88.059800
18688,"KBFM","18","36",7800,150,NULL,NULL,180,360,30.642000,-88.065900,30.620600,-88.065900
18689,"KBFR","06","24",3089,70,NULL,NULL,58,238,38.835400,-86.448100,38.839900,-86.439000
18690,"KBFR","13","31",4501,100,NULL,NULL,129,309,38.845600,-86.452700,38.837800,-86.440500
18691,"KBFW","07","25",3200,75,NULL,NULL,72,252,47.247700,-91.421700,47.250300,-91.409400
18692,"KBGD","03","21",3898,50,NULL,NULL,40,220,35.696000,-101.398000,35.704200,-101.390000
18693,"KBGD","17","35",6300,100,NULL,NULL,178,358,35.710000,-101.394000,35.692700,-101.393000
18694,"KBGE","05L","23R",5000,150,NULL,NULL,50,230,NULL,NULL,NULL,NULL
18695,"KBGE","05R","23L",4500,150,NULL,NULL,50,230,NULL,NULL,NULL,NULL
18696,"KBGE","09","27",5502,150,NULL,NULL,90,270,30.972800,-84.643300,30.972900,-84.625700
18697,"KBGE","09R","27L",5100,150,NULL,NULL,90,270,NULL,NULL,NULL,NULL
18698,"KBGE","14","32",5003,100,NULL,NULL,139,319,30.975400,-84.644900,30.965100,-84.634300
18699,"KBGF","18","36",5003,75,NULL,NULL,182,2,35.184400,-86.065900,35.170700,-86.066400
18700,"KBGM","10","28",5002,150,NULL,NULL,87,267,42.205100,-75.988900,42.205900,-75.970500
18701,"KBGM","16","34",7100,150,401,NULL,148,328,42.219200,-75.986800,42.202700,-75.973100
18702,"KBGR","15","33",11440,200,NULL,NULL,134,314,44.818400,-68.843900,44.796500,-68.812300
18703,"KBHB","04","22",5200,100,NULL,NULL,25,205,44.443900,-68.367300,44.456800,-68.359000
18704,"KBHB","11","29",3599,150,NULL,NULL,88,268,44.446400,-68.369400,44.446800,-68.355700
18705,"KBHB","17","35",3364,75,684,NULL,151,331,44.452700,-68.362500,44.444700,-68.356200
18706,"KBHC","08","26",5003,75,NULL,NULL,75,255,31.712000,-82.401600,31.715600,-82.386000
18707,"KBHK","13","31",4898,75,NULL,NULL,138,318,46.352600,-104.266000,46.342700,-104.253000
18708,"KBHM","06","24",10000,150,NULL,1770,55,235,33.554800,-86.771600,33.570400,-86.744500
18709,"KBHM","18","36",7100,150,1045,NULL,180,360,33.573200,-86.747200,33.553700,-86.747200
18710,"KBID","10","28",2502,100,NULL,NULL,84,264,41.167700,-71.582400,41.168500,-71.573300
18711,"KBIE","13","31",4401,100,NULL,NULL,143,323,40.305000,-96.759500,40.295400,-96.750100
18712,"KBIE","17","35",5602,100,NULL,NULL,180,360,40.309800,-96.753600,40.294400,-96.753500
18713,"KBIF","03","21",13554,150,NULL,NULL,44,224,31.836100,-106.395000,31.863000,-106.365000
18714,"KBIH","07","25",5566,100,NULL,NULL,90,270,37.373600,-118.374000,37.373500,-118.355000
18715,"KBIH","12","30",7498,100,NULL,NULL,136,316,37.380100,-118.373000,37.365500,-118.355000
18716,"KBIH","16","34",5600,100,NULL,NULL,181,1,37.380700,-118.362000,37.365400,-118.362000
18717,"KBIJ","05","23",5500,100,NULL,NULL,50,230,31.392600,-84.901500,31.402400,-84.888100
18718,"KBIL","07","25",5501,75,NULL,NULL,84,264,45.807700,-108.558000,45.809300,-108.537000
18719,"KBIL","10L","28R",10518,150,NULL,NULL,112,292,45.812700,-108.555000,45.802100,-108.517000
18720,"KBIL","10R","28L",3801,75,NULL,NULL,112,292,45.809200,-108.563000,45.805300,-108.549000
18721,"KBIS","03","21",6600,100,NULL,NULL,39,219,46.762600,-100.748000,46.776700,-100.732000
18722,"KBIS","13","31",8794,150,NULL,NULL,138,318,46.784000,-100.762000,46.766200,-100.738000
18723,"KBIV","08","26",6264,100,1840,NULL,80,260,42.741300,-86.118800,42.744400,-86.095900
18724,"KBIX","03","21",7630,150,1599,1000,35,215,30.401900,-88.931400,30.419000,-88.917400
18725,"KBJC","02","20",3601,75,NULL,NULL,34,214,39.905900,-105.118000,39.914000,-105.111000
18726,"KBJC","11L","29R",9000,100,NULL,NULL,124,304,39.915300,-105.128000,39.901400,-105.102000
18727,"KBJC","11R","29L",7004,75,NULL,NULL,124,304,39.914200,-105.132000,39.903400,-105.111000
18728,"KBJI","07","25",5699,150,700,NULL,74,254,47.506900,-94.945100,47.511200,-94.922900
18729,"KBJI","13","31",6598,150,NULL,NULL,134,314,47.516000,-94.943000,47.503400,-94.923800
18730,"KBJJ","10","28",5191,100,NULL,218,90,270,40.874800,-81.897600,40.874800,-81.878900
18731,"KBKD","04","22",2399,50,NULL,NULL,45,225,32.716700,-98.894600,32.721400,-98.889100
18732,"KBKD","13","31",2400,50,NULL,NULL,135,315,32.720600,-98.895500,32.716000,-98.889900
18733,"KBKD","17","35",4998,100,NULL,NULL,180,360,32.724600,-98.891000,32.710900,-98.890900
18734,"KBKE","08","26",3999,140,140,190,97,277,44.837000,-117.815000,44.835700,-117.799000
18735,"KBKE","13","31",5095,100,NULL,NULL,142,322,44.842300,-117.813000,44.831300,-117.801000
18736,"KBKE","17","35",4359,75,NULL,395,181,1,44.844800,-117.813000,44.832900,-117.813000
18737,"KBKF","14","32",11000,150,NULL,NULL,151,331,39.715000,-104.761000,39.688500,-104.743000
18738,"KBKL","06L","24R",6198,150,265,NULL,58,238,41.513900,-81.692700,41.522900,-81.673500
18739,"KBKL","06R","24L",5197,100,267,NULL,58,238,41.512700,-81.691700,41.520300,-81.675600
18740,"KBKN","17","35",3500,60,NULL,NULL,180,360,36.749900,-97.349600,36.740300,-97.349600
18741,"KBKS","14","32",3071,40,NULL,NULL,150,330,27.209000,-98.125300,27.201700,-98.120500
18742,"KBKS","17","35",5002,75,NULL,NULL,180,360,27.214600,-98.120100,27.200900,-98.120100
18743,"KBKT","01","19",4032,75,NULL,NULL,1,181,37.070000,-77.963000,37.081000,-77.962800
18744,"KBKT","04","22",4632,150,NULL,NULL,35,215,37.068700,-77.957000,37.079200,-77.948000
18745,"KBKV","03","21",5015,150,NULL,NULL,26,206,28.464100,-82.452900,28.476500,-82.446000
18746,"KBKV","09","27",7001,150,NULL,NULL,90,270,28.475900,-82.470600,28.476000,-82.448800
18747,"KBKW","01","19",6750,150,NULL,NULL,8,188,37.782100,-81.125800,37.800400,-81.122700
18748,"KBKW","10","28",5000,100,NULL,NULL,94,274,37.782100,-81.132600,37.781100,-81.115500
18749,"KBKX","12","30",5231,100,NULL,NULL,129,309,44.309700,-96.821700,44.300700,-96.806200
18750,"KBKX","17","35",3599,60,NULL,NULL,177,357,44.309200,-96.821700,44.299300,-96.820900
18751,"KBLF","05","23",4742,100,NULL,NULL,42,222,37.290900,-81.213100,37.300600,-81.202200
18752,"KBLH","08","26",6543,150,NULL,NULL,90,270,33.616600,-114.728000,33.616500,-114.706000
18753,"KBLH","17","35",5800,100,NULL,NULL,180,0,33.630000,-114.717000,33.614100,-114.717000
18754,"KBLI","16","34",6701,150,NULL,NULL,180,360,48.801900,-122.538000,48.783500,-122.537000
18755,"KBLM","03","21",3707,50,NULL,NULL,22,202,40.180400,-74.125100,40.189800,-74.120200
18756,"KBLM","14","32",7300,80,NULL,NULL,132,312,40.194600,-74.135700,40.181100,-74.116400
18757,"KBLU","15","33",3300,50,NULL,NULL,168,348,39.279400,-120.711000,39.270500,-120.709000
18758,"KBLV","14L","32R",10000,150,NULL,NULL,137,317,38.556200,-89.833500,38.536300,-89.809500
18759,"KBLV","14R","32L",8001,150,NULL,200,137,317,38.551800,-89.861900,38.535900,-89.842700
18760,"KBMC","16","34",7501,100,NULL,NULL,180,360,41.562700,-112.062000,41.542100,-112.062000
18761,"KBMG","06","24",3798,100,305,222,62,242,39.137800,-86.623000,39.142800,-86.611100
18762,"KBMG","17","35",6500,150,NULL,NULL,171,351,39.158200,-86.618100,39.140500,-86.614800
18763,"KBMI","02","20",8000,150,NULL,NULL,18,198,40.464100,-88.916000,40.484900,-88.907200
18764,"KBMI","03","21",3723,100,NULL,NULL,36,216,40.476800,-88.932500,40.485000,-88.924500
18765,"KBMI","11","29",6525,150,NULL,NULL,108,288,40.483100,-88.932300,40.477600,-88.910000
18766,"KBML","18","36",5200,100,NULL,NULL,164,344,44.581300,-71.179100,44.567500,-71.173700
18767,"KBMQ","01","19",5000,75,NULL,NULL,16,196,30.732300,-98.240800,30.745500,-98.236400
18768,"KBMT","13","31",4000,75,332,67,132,312,30.074400,-94.220500,30.067100,-94.211200
18769,"KBMT","16","34",2300,100,NULL,NULL,169,349,30.073600,-94.214600,30.066400,-94.213000
18770,"KBNA","02C","20C",8001,150,455,NULL,18,198,36.103300,-86.688000,36.124200,-86.679600
18771,"KBNA","02L","20R",7703,150,NULL,NULL,18,198,36.117700,-86.686500,36.137800,-86.678600
18772,"KBNA","02R","20L",8000,150,NULL,NULL,18,198,36.112700,-86.667600,36.133600,-86.659300
18773,"KBNA","13","31",11030,150,801,741,133,313,36.141300,-86.695400,36.120500,-86.668200
18774,"KBNG","08","26",5200,150,NULL,230,91,271,33.923300,-116.859000,33.923100,-116.842000
18775,"KBNL","05","23",5255,70,NULL,NULL,45,225,33.252600,-81.398300,33.262700,-81.386100
18776,"KBNL","17","35",5119,100,NULL,NULL,160,340,33.264600,-81.387200,33.251300,-81.381600
18777,"KBNO","03","21",4600,60,600,NULL,48,228,43.588500,-118.958000,43.596900,-118.946000
18778,"KBNO","12","30",5100,75,NULL,NULL,135,315,43.597000,-118.964000,43.587200,-118.950000
18779,"KBNW","02","20",3298,290,NULL,NULL,25,205,42.046800,-93.852100,42.055000,-93.846900
18780,"KBNW","15","33",4807,75,140,NULL,149,329,42.054300,-93.850800,42.043000,-93.841800
18781,"KBOI","09","27",5000,75,NULL,NULL,105,285,43.541800,-116.208000,43.538200,-116.190000
18782,"KBOI","10L","28R",10000,150,NULL,NULL,115,295,43.570200,-116.237000,43.558600,-116.203000
18783,"KBOI","10R","28L",9763,150,NULL,NULL,115,295,43.570000,-116.243000,43.558700,-116.209000
18784,"KBOS","04L","22R",7861,150,NULL,815,20,200,42.358000,-71.014300,42.378300,-71.004500
18785,"KBOS","04R","22L",10005,150,1154,1199,20,200,42.351100,-71.011800,42.376900,-70.999300
18786,"KBOS","09","27",7000,150,NULL,NULL,77,257,42.355800,-71.012900,42.360200,-70.987700
18787,"KBOS","14","32",5000,100,NULL,NULL,125,305,42.356600,-71.023300,42.348600,-71.008200
18788,"KBOS","15L","33R",2557,100,NULL,NULL,135,315,42.373600,-71.009100,42.368600,-71.002500
18789,"KBOS","15R","33L",10083,150,880,NULL,135,315,42.374300,-71.017900,42.354600,-70.991600
18790,"KBOW","05","23",5000,100,NULL,NULL,46,226,27.938100,-81.789400,27.947700,-81.778200
18791,"KBOW","09L","27R",5001,150,NULL,NULL,87,267,27.944600,-81.790600,27.945200,-81.775100
18792,"KBOW","09R","27L",4400,150,NULL,NULL,87,267,27.941800,-81.790400,27.942400,-81.776800
18793,"KBOW","14","32",5000,150,NULL,NULL,139,319,27.948600,-81.789400,27.938300,-81.779200
18794,"KBPG","06","24",4601,75,NULL,NULL,67,247,32.206100,-101.529000,32.211100,-101.515000
18795,"KBPG","17","35",8802,100,NULL,NULL,182,2,32.226800,-101.521000,32.202600,-101.522000
18796,"KBPI","08","26",3300,140,NULL,NULL,93,273,42.576700,-110.110000,42.576300,-110.098000
18797,"KBPI","13","31",6803,75,NULL,NULL,148,328,42.593000,-110.118000,42.577200,-110.104000
18798,"KBPK","05","23",5001,75,NULL,NULL,52,232,36.364700,-92.477200,36.373200,-92.463900
18799,"KBPP","11","29",4800,75,NULL,NULL,125,305,46.190800,-103.436000,46.183200,-103.420000
18800,"KBPT","12","30",6750,150,NULL,NULL,121,301,29.955300,-94.027800,29.945800,-94.009500
18801,"KBPT","16","34",5070,150,NULL,NULL,166,346,29.958000,-94.025400,29.944500,-94.021500
18802,"KBQK","07","25",8001,150,NULL,NULL,65,245,31.254200,-81.478100,31.263400,-81.454900
18803,"KBQP","16","34",4000,100,NULL,NULL,164,344,32.761400,-91.882400,32.750800,-91.878700
18804,"KBQR","08","26",3200,75,915,NULL,78,258,42.921400,-78.618100,42.923200,-78.606400
18805,"KBRD","01","19",2800,75,NULL,NULL,13,193,46.392400,-94.135200,46.399900,-94.132800
18806,"KBRD","05","23",6500,150,NULL,NULL,53,234,46.394600,-94.146300,46.405200,-94.125600
18807,"KBRD","12","30",4080,75,510,561,126,306,46.399000,-94.148100,46.392500,-94.134900
18808,"KBRD","16","34",6500,150,NULL,NULL,163,343,46.415900,-94.135300,46.398900,-94.127600
18809,"KBRL","12","30",5350,100,NULL,500,120,300,40.791400,-91.136000,40.784200,-91.119200
18810,"KBRL","18","36",6702,150,1210,NULL,180,360,40.788800,-91.123900,40.770400,-91.123800
18811,"KBRO","13L","31R",3000,75,NULL,NULL,135,315,25.912900,-97.428400,25.907000,-97.422000
18812,"KBRO","13R","31L",7400,150,NULL,NULL,135,315,25.912800,-97.431300,25.898300,-97.415500
18813,"KBRO","17","35",6000,150,NULL,NULL,182,2,25.915100,-97.428800,25.898600,-97.429500
18814,"KBRY","02","20",5003,75,NULL,NULL,22,202,37.807900,-85.502800,37.820700,-85.496500
18815,"KBST","10","28",3000,150,NULL,NULL,82,262,44.406900,-69.019400,44.408100,-69.008100
18816,"KBST","15","33",4000,100,NULL,NULL,134,314,44.413200,-69.017400,44.405600,-69.006300
18817,"KBTA","13","31",4200,100,800,NULL,137,317,41.419000,-96.114200,41.410600,-96.103800
18818,"KBTF","16","34",4700,70,390,390,180,360,40.875600,-111.927000,40.862800,-111.927000
18819,"KBTL","05","23",10003,150,NULL,NULL,43,223,42.295700,-85.266000,42.315900,-85.241000
18820,"KBTL","09","27",4018,150,NULL,NULL,89,269,42.307900,-85.256600,42.308200,-85.241700
18821,"KBTL","13","31",4835,100,NULL,NULL,126,306,42.314200,-85.254600,42.306400,-85.240200
18822,"KBTM","02","20",5545,75,NULL,NULL,38,218,45.944900,-112.502000,45.956800,-112.488000
18823,"KBTM","11","29",5100,75,NULL,NULL,129,309,45.959000,-112.506000,45.950200,-112.490000
18824,"KBTM","15","33",9001,150,NULL,NULL,167,347,45.966900,-112.501000,45.942900,-112.493000
18825,"KBTN","01","19",2300,120,NULL,NULL,26,206,45.813600,-97.746600,45.819200,-97.742700
18826,"KBTN","13","31",4200,75,NULL,NULL,135,315,45.818600,-97.748200,45.810500,-97.736500
18827,"KBTP","08","26",4005,100,NULL,NULL,72,252,40.775200,-79.956600,40.778600,-79.942800
18828,"KBTR","04L","22R",6900,150,NULL,424,43,223,30.525700,-91.156100,30.539500,-91.141000
18829,"KBTR","04R","22L",3799,75,NULL,NULL,43,223,30.528600,-91.149900,30.536200,-91.141600
18830,"KBTR","13","31",7004,150,597,315,133,313,30.540700,-91.160900,30.527500,-91.144800
18831,"KBTV","01","19",3611,75,225,NULL,351,171,44.463800,-73.151000,44.473600,-73.153100
18832,"KBTV","15","33",8320,150,NULL,500,131,311,44.480700,-73.165900,44.465800,-73.141800
18833,"KBTY","16","34",5600,60,NULL,NULL,178,358,36.868400,-116.787000,36.853100,-116.787000
18834,"KBUB","15","33",3212,50,NULL,NULL,159,339,41.780800,-99.151800,41.772600,-99.147600
18835,"KBUF","05","23",8102,150,324,NULL,44,224,42.931200,-78.741700,42.947200,-78.720700
18836,"KBUF","14","32",7161,150,320,720,127,307,42.946900,-78.741700,42.935200,-78.720200
18837,"KBUM","18","36",4000,75,NULL,NULL,182,2,38.295300,-94.339900,38.284300,-94.340400
18838,"KBUR","08","26",5801,150,NULL,NULL,91,271,34.197900,-118.369000,34.197600,-118.350000
18839,"KBUR","15","33",6886,150,909,350,167,347,34.212300,-118.360000,34.193900,-118.355000
18840,"KBUU","01","19",2477,130,NULL,NULL,12,192,42.685800,-88.304600,42.692500,-88.302700
18841,"KBUU","11","29",4300,75,NULL,NULL,109,289,42.693500,-88.312800,42.689700,-88.297600
18842,"KBUY","06","24",5000,100,NULL,NULL,52,232,36.044300,-79.481600,36.052800,-79.468200
18843,"KBVI","10","28",4501,100,NULL,NULL,94,274,40.772900,-80.399500,40.772100,-80.383300
18844,"KBVN","15","33",3700,60,NULL,NULL,154,334,41.733100,-98.058800,41.724000,-98.052800
18845,"KBVO","17","35",6200,100,NULL,300,179,359,36.771000,-96.011400,36.753900,-96.010900
18846,"KBVS","04","22",3000,60,NULL,NULL,56,236,48.464100,-122.424000,48.468600,-122.414000
18847,"KBVS","10","28",5477,100,NULL,NULL,126,306,48.477800,-122.431000,48.468900,-122.413000
18848,"KBVX","07","25",6002,150,NULL,NULL,80,260,35.723100,-91.661100,35.726000,-91.641200
18849,"KBVX","17","35",3078,60,NULL,272,181,1,35.733700,-91.639400,35.725200,-91.639600
18850,"KBVY","09","27",5001,150,NULL,190,74,254,42.579700,-70.925500,42.583400,-70.907600
18851,"KBVY","16","34",4634,100,239,NULL,141,321,42.591900,-70.921900,42.582100,-70.911000
18852,"KBWC","08","26",4402,60,395,395,90,270,32.992900,-115.524000,32.993000,-115.510000
18853,"KBWD","13","31",4596,100,NULL,NULL,134,314,31.797300,-98.963600,31.788500,-98.953000
18854,"KBWD","17","35",5599,150,NULL,NULL,179,359,31.801900,-98.955100,31.786500,-98.954900
18855,"KBWG","03","21",6500,150,NULL,NULL,30,210,36.958700,-86.425000,36.974200,-86.413900
18856,"KBWG","12","30",3955,150,NULL,349,120,300,36.964100,-86.425800,36.958700,-86.414100
18857,"KBWI","04","22",6000,150,NULL,NULL,33,213,39.166900,-76.671400,39.180700,-76.659800
18858,"KBWI","10","28",10502,200,550,500,94,274,39.174700,-76.689600,39.172600,-76.652700
18859,"KBWI","15L","33R",5000,100,NULL,NULL,144,324,39.187400,-76.663500,39.176200,-76.653200
18860,"KBWI","15R","33L",9501,150,NULL,NULL,144,324,39.185400,-76.682000,39.164200,-76.662400
18861,"KBWP","03","21",3280,150,NULL,NULL,38,218,46.240400,-96.611800,46.247500,-96.603900
18862,"KBWP","15","33",5100,75,NULL,NULL,157,337,46.250600,-96.610800,46.237800,-96.603000
18863,"KBXA","18","36",3799,100,595,606,183,3,30.818900,-89.864700,30.808500,-89.865200
18864,"KBXG","08","26",4035,75,NULL,90,71,251,33.039500,-82.008900,33.043100,-81.996500
18865,"KBXK","05","23",3310,300,NULL,NULL,61,241,33.420300,-112.690000,33.424700,-112.681000
18866,"KBXK","11","29",3400,270,NULL,NULL,120,300,33.420300,-112.690000,33.415600,-112.681000
18867,"KBXK","17","35",5500,75,NULL,NULL,182,2,33.430100,-112.686000,33.415000,-112.687000
18868,"KBYG","13","31",6143,75,NULL,NULL,138,318,44.387300,-106.730000,44.374800,-106.714000
18869,"KBYH","18","36",11602,150,NULL,NULL,180,360,35.980300,-89.944000,35.948400,-89.944000
18870,"KBYI","02","20",4094,80,620,300,37,217,42.537700,-113.774000,42.546600,-113.765000
18871,"KBYI","06","24",4067,75,800,NULL,79,259,42.542000,-113.781000,42.544200,-113.766000
18872,"KBYS","04","22",9500,175,NULL,NULL,52,232,35.274800,-116.643000,35.291700,-116.617000
18873,"KBYS","13","31",5800,175,NULL,NULL,140,320,35.285100,-116.634000,35.272900,-116.622000
18874,"KBYY","13","31",5107,75,NULL,NULL,134,314,28.978100,-95.869200,28.968400,-95.857700
18875,"KBZN","03","21",2650,75,NULL,NULL,46,226,45.768900,-111.153000,45.773900,-111.145000
18876,"KBZN","11","29",3197,80,NULL,NULL,136,316,45.781100,-111.153000,45.774800,-111.144000
18877,"KBZN","12","30",9003,150,NULL,NULL,136,316,45.788100,-111.166000,45.770400,-111.142000
18878,"KC02","05","23",3830,75,NULL,NULL,53,233,42.611800,-88.395300,42.618100,-88.383900
18879,"KC03","09","27",3675,50,250,185,89,269,41.446100,-85.942700,41.446200,-85.929300
18880,"KC04","09","27",3500,75,NULL,NULL,76,256,43.640500,-86.335600,43.642900,-86.322800
18881,"KC04","15","33",2240,100,375,564,136,316,43.643900,-86.332200,43.639500,-86.326300
18882,"KC08","13","31",7000,55,NULL,NULL,148,328,38.019200,-105.379000,38.003100,-105.366000
18883,"KC09","18","36",4001,75,NULL,NULL,179,359,41.430900,-88.418800,41.419900,-88.418500
